Inglés,Español,Module,Sección,
*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1.,*' - coincide cualquiera; 'xyz*' - coincide cualquiera que empieza con 'xyz' y no son más largos que %1.,module,Magento_Tax,1
"&copy; Magento Commerce Inc., %1","&copy; Magento Commerce Inc., %1",module,Magento_Support,1
&nbsp;,&nbsp;,module,Magento_Persistent,1
#,#,module,Magento_Rma,1
# of Items (and above),# de Artículos (y superior),module,Magento_OfflineShipping,1
# of Items vs. Destination,# de Artículos vs. Destino,module,Magento_OfflineShipping,1
%1 - Carriage Insurance Paid To,%1 - Seguro de transporte pagado a,module,Vertex_Tax,1
%1 - Carriage Paid To,%1 - Transporte pagado a,module,Vertex_Tax,1
%1 - Cost and Freight,%1 - Costo y Flete,module,Vertex_Tax,1
%1 - Cost Insurance and Freight,%1 - Seguro de costo y Flete,module,Vertex_Tax,1
%1 - Customer Ships,%1 - Envíos del cliente,module,Vertex_Tax,1
%1 - deleted,%1 - borrado,module,Magento_NegotiableQuote,1
%1 - Delivered at Frontier,%1 - Entregado en la frontera,module,Vertex_Tax,1
%1 - Delivered at Place,%1 - Entregado en el lugar,module,Vertex_Tax,1
%1 - Delivered at Terminal,%1 - Entregado en la Terminal,module,Vertex_Tax,1
%1 - Delivered Ex Quay Duty Unpaid,%1 - Entregado en ex Muelle sin pago,module,Vertex_Tax,1
%1 - Delivery Duty Paid,%1 - Entrega Pagada,module,Vertex_Tax,1
%1 - Delivery Duty Unpaid,%1 - Servicio de entrega sin pagar,module,Vertex_Tax,1
%1 - Discounts and Coupons,%1 - Descuentos y Cupones,module,Magento_SalesRule,1
%1 - Ex Works,%1 - De Fábrica,module,Vertex_Tax,1
%1 - Free Along Side Ship,%1 - Gratis por margen de envío,module,Vertex_Tax,1
%1 - Free Carrier,%1 - Transporte gratis,module,Vertex_Tax,1
%1 - Free Onboard Vessel,%1 - Embarcación a bordo gratuita,module,Vertex_Tax,1
%1 - Special Products,%1 - Productos Especiales,module,Magento_Catalog,1
%1 - Supplier Ships,%1 - Envíos de proveedores,module,Vertex_Tax,1
%1 (Default),%1 (Por Defecto),module,Magento_Config,1
%1 [%2],%1 [%2],module,Magento_GiftCard,1
%1 & applied,%1 & aplicado,module,Magento_Logging,1
%1 %2,%1 %2,module,Magento_Review,1
%1 %2 %3 %4 while %5 of these Conditions match:,%1 %2 %3 %4 mientras %5 de estas condiciones empaten:,module,Magento_CustomerSegment,1
%1 <span>x</span> %2 <span>px.</span>,%1 <span>x</span> %2 <span>px.</span>,module,Magento_Catalog,1
%1 = %2,%1 = %2,module,Magento_Reward,1
%1 changed the credit currency from %2 to %3 at the conversion rate of %2/%3 %4.,%1 cambió la moneda de crédito de %2 a %3 a la tasa de conversión de %2/%3 %4.,module,Magento_CompanyCredit,1
%1 class doesn't implement \Klarna\Core\Api\BuilderInterface,%1 la clase no implementa \Klarna\Core\Api\BuilderInterface,module,Klarna_Core,1
%1 class doesn't implement \Klarna\Core\Api\OrderLineInterface,%1 la clase no implementa \Klarna\Core\Api\OrderLineInterface,module,Klarna_Core,1
%1 class doesn't implement \Klarna\Ordermanagement\Api\ApiInterface,%1 la clase no implementa \Klarna\Ordermanagement\Api\ApiInterface,module,Klarna_Ordermanagement,1
%1 with %2 discount each,%1 con %2 de descuento cada uno,module,Magento_Sales,1
%1 could not delete log entries,%1 no se pudieron eliminar las entradas de registro,module,Vertex_Tax,1
%1 does not implement %2,%1 no implementa %2,module,Magento_Deploy,1
%1 doesn't implement CustomizableOptionValueInterface,%1 no implementa CustomizableOptionValueInterface,module,Magento_QuoteGraphQl,1
%1 doesn't implement GetSourceDeductedOrderItemsInterface,%1 no implementa GetSourceDeductedOrderItemsInterface,module,Magento_InventorySalesApi,1
%1 doesn't implement SortInterface,%1 no implementa SortInterface,module,Magento_VisualMerchandiser,1
%1 doesn't implement SourceSelectionInterface,%1 no implementa SourceSelectionInterface,module,Magento_InventorySourceSelectionApi,1
%1 Item(s),%1 Artículo(s),module,Magento_Theme,1
%1 email(s) were sent.,%1 email(s) were sent.,module,Magento_GiftRegistry,1
%1 Error has been logged.,%1 El error ha sido registrado.,module,Vertex_Tax,1
Specific %1,%1 Específico,module,Magento_Widget,1
%1 is available to buy in increments of %2,%1 está disponible para compra en incrementos de %2,module,Magento_CatalogInventory,1
%1 field must contain a numeric value.,%1 El campo debe contener un valor numérico.,module,Fastly_Cdn,1
%1 field value must be larger than 0 and smaller or equal to ' .,%1 el valor del campo debe ser mayor que 0 y menor o igual a ' .,module,Fastly_Cdn,1
"%1 for ""%2""","%1 para ""%2""",module,Magento_MultipleWishlist,1
%1 for item %2 cannot be empty.,%1 para el artículo %2 no puede estar vacío.,module,Magento_Rma,1
%1 was updated in your shopping cart.,%1 fue actualizado en su carrito de compras.,module,Magento_Checkout,1
%1 h,%1 h,module,Dotdigitalgroup_Email,1
%1 has reached a quantity of %2.,%1 ha alcanzado una cantidad de %2.,module,Magento_Catalog,1
%1 has been moved to your wish list.,%1 ha sido movido a su lista de Compras.,module,Magento_Wishlist,1
%1 has been removed from your Wish List.,%1 ha sido eliminado de su Lista de deseos.,module,Magento_Wishlist,1
%1 has been updated in your requisition list.,%1 ha sido actualizado en su lista de solicitudes.,module,Magento_RequisitionList,1
"%1 has exceeded its credit limit (%2) by %3. Its outstanding balance, including this order, currently totals %4.","%1 ha excedido su límite de crédito (%2) por %3. Su saldo pendiente, incluido este pedido, actualmente totaliza %4.",module,Magento_CompanyCredit,1
%1 has reached a quantity of %2 in source %3(Source Code: %4).,%1 ha alcanzado una cantidad de %2 en Almacen %3(Source Code: %4).,module,Magento_InventoryLowQuantityNotificationAdminUi,1
"%1 invitation(s) were not sent, because customer accounts already exist for these email addresses.","%1 invitación(es) no fueron enviados, porque ya existen cuentas de clientes para estas direcciones de correo electrónico.",module,Magento_Invitation,1
%1 is required.,%1 es requerido.,module,Magento_CatalogEvent,1
%1 item(s) are currently being updated.,%1 artículo(s) actualmente se están actualizando.,module,Magento_AsynchronousOperations,1
%1 item(s) failed to update,%1 artículo(s) no se pudo actualizar,module,Magento_AsynchronousOperations,1
%1 item(s) have been added to the gift registry.,%1 artículo(s) se han agregado al registro de regalos.,module,Magento_GiftRegistry,1
%1 item(s) have been scheduled for update.,%1 artículo(s) han sido programados para actualización.,module,Magento_AsynchronousOperations,1
"%1 item(s) have been scheduled for update.""","%1 artículo(s) han sido programados para actualización.""",module,Magento_AsynchronousOperations,1
%1 item(s) have been successfully updated.,%1 artículo(s) han sido actualizados exitosamente.,module,Magento_AsynchronousOperations,1
%1 item(s) need your attention.,%1 artículo(s) necesitan tu información.,module,Magento_AdvancedCheckout,1
"%1 item(s) were added to the ""%2""","%1 artículo(s) fueron agregados a la ""%2""",module,Magento_RequisitionList,1
%1 item(s) were copied to %2,%1 artículo(s) fueron copiados a %2,module,Magento_RequisitionList,1
%1 item(s) were moved to %2,%1 artículo(s) fueron copiados a %2,module,Magento_RequisitionList,1
%1 items are already present in %2: %3.,%1 artículos ya están presentes en %2: %3.,module,Magento_MultipleWishlist,1
%1 items cannot be moved: %2.,%1 artículos no se puede(n) mover: %2.,module,Magento_MultipleWishlist,1
%1 items in wish list,%1 artículos en la lista de deseos,module,Magento_MultipleWishlist,1
%1 items selected for mass update,%1 artículos seleccionado para actualización masiva,module,Magento_AsynchronousOperations,1
%1 items were copied to %2: %3.,%1 artículos fueron copiados a%2: %3.,module,Magento_MultipleWishlist,1
%1 items were moved to %2: %3.,%1 artículos fueron movidos a %2: %3.,module,Magento_MultipleWishlist,1
%1 Klarna %2 api error messages: %3,%1 Klarna %2 api mensaje de error: %3,module,Klarna_Ordermanagement,1
%1 made an update. %2 can exceed the Credit Limit.,%1 hizo una actualización. %2 puede exceder el límite de crédito.,module,Magento_CompanyCredit,1
%1 made an update. %2 cannot exceed the Credit Limit.,%1 hizo una actualización. %2 no puede exceder el límite de crédito.,module,Magento_CompanyCredit,1
%1 must implement %2,%1 debe implementar %2,module,Magento_Signifyd,1
%1 does not contain field '%2',%1 no contiene el campo '%2',module,Magento_Theme,1
%1 does not contain field 'file',%1 no contiene el campo 'file',module,Magento_Theme,1
%1 is not a correct comparison method.,%1 no es un método correcto de comparación.,module,Magento_CatalogInventory,1
%1 doesn't extends \Magento\Catalog\Model\Layer\Filter\AbstractFilter,%1 no extiende \Magento\Catalog\Model\Layer\Filter\AbstractFilter,module,Magento_Catalog,1
%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface,%1 no extiende \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface,module,Magento_Catalog,1
%1 doesn't extends \Magento\Catalog\Model\Product\Option\Type\DefaultType,%1 no extiende \Magento\Catalog\Model\Product\Option\Type\DefaultType,module,Magento_Catalog,1
%1 doesn't extends \Magento\Catalog\Model\Product\Type\AbstractType,%1 no extiende \Magento\Catalog\Model\Product\Type\AbstractType,module,Magento_Catalog,1
%1 doesn't extends \Magento\Catalog\Model\Product\Type\Price,%1 no extiende \Magento\Catalog\Model\Product\Type\Price,module,Magento_Catalog,1
%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface,%1 no extiende \Magento\Checkout\CustomerData\ItemInterface,module,Magento_Checkout,1
%1 doesn't extend \Magento\Customer\CustomerData\SectionSourceInterface,%1 no extiende \Magento\Customer\CustomerData\SectionSourceInterface,module,Magento_Customer,1
%1 doesn't extend \Magento\Framework\Filter\Template,%1 no extiende \Magento\Framework\Filter\Template,module,Magento_Catalog,1
%1 doesn't extends \Magento\Framework\Model\AbstractModel,%1 no extiende \Magento\Framework\Model\AbstractModel,module,Magento_Catalog,1
%1 Review(s),%1 Opinión(es),module,Magento_Review,1
%1 order(s) have been released from on hold status.,%1 orden(es) ha(n) sido liberada(s) del estado de retención.,module,Magento_Sales,1
%1 order(s) were not put on hold.,%1 orden(es) no fue(ron) puesta(s) en retención.,module,Magento_Sales,1
%1 order(s) were not released from on hold status.,%1 orden(es) no fueron liberadas del estado de retención.,module,Magento_Sales,1
%1 order(s) cannot be canceled.,%1 orden(es) no se pueden cancelar.,module,Magento_Sales,1
%1 Please verify your configured Company Code and Trusted ID are correct.,%1 Por favor verifique que el Código de Compañía y el ID sean correctos.,module,Vertex_Tax,1
"%1 for ""%2"".","%1 por ""%2"".",module,Magento_Wishlist,1
%1 for %2,%1 por %2,module,Magento_Sales,1
%1 product requires your attention.,%1 producto requiere tu atención.,module,Magento_AdvancedCheckout,1
%1 products require your attention.,%1 productos requieren tu atención.,module,Magento_AdvancedCheckout,1
%1 products require your attention. Please contact the Seller if you have any questions.,"%1 productos requieren tu atención. Por favor, contacte al vendedor si tiene alguna pregunta.",module,Magento_NegotiableQuote,1
"%1 Cart Price Rules based on ""%2"" attribute have been disabled.","%1 Reglas de Precio de Carrito con base en el atributo ""%2"" se han deshabilitado.",module,Magento_SalesRule,1
%1 Reward points,%1 Puntos de Lealtad,module,Magento_Reward,1
%1 Reward points (%2),%1 Puntos de Lealtad (%2),module,Magento_Reward,1
%1 RMA (s) have been closed.,%1 Devolución(es) ha(n) sido cerrada(s).,module,Magento_Rma,1
%1 RMA(s) cannot be closed,%1 Devolución(es) no puede(n) ser cerrada(s),module,Magento_Rma,1
%1 has been updated in your Wish List.,%1 se ha actualizado en su Lista de Compras.,module,Magento_Wishlist,1
%1 has been added to your Wish List.,%1 se ha añadido a su Lista de Compras.,module,Magento_Wishlist,1
%1 Shipment(s) were not included in this dispatch,%1 Envío(s) no fueron incluidos en este despacho,module,Temando_Shipping,1
%1 Shipments(s) failed to book in this Batch,%1 Envío(s) no se pudo reservar en este lote,module,Temando_Shipping,1
%1 spent = %2 earned,%1 gastado = %2 ganado,module,Magento_Reward,1
%1 store reward points available,%1 Puntos de lealtad disponibles,module,Magento_Reward,1
%1 store reward points available (%2),%1 Puntos de lealtad disponibles (%2),module,Magento_Reward,1
%1 cache type(s) enabled.,%1 tipo(s) de la caché activado(s).,module,Magento_Backend,1
%1 cache type(s) disabled.,%1 tipo(s) de la caché desabilitados.,module,Magento_Backend,1
%1 cache type(s) refreshed.,%1 tipo(s) de la caché refrescados.,module,Magento_Backend,1
%1 An empty value is allowed as well.,%1 Un valor vacío es válido también.,module,Magento_Config,1
%1 Vertex could not be reached. Please verify your configuration.,%1 Vertex no se pudo alcanzar. Por favor verifique su configuración.,module,Vertex_Tax,1
%1 was deducted because of refund.,%1 fue deducido por reembolso.,module,Magento_Reward,1
%1 x %2,%1 x %2,module,Magento_Bundle,1
%1 and greater,%1 y mayor,module,Magento_CatalogSearch,1
"%1: Instance of %2 is expected, got %3 instead","%1: en vez de %2 se espera, tiene %3 en lugar",module,Magento_Config,1
%1: Line %2,%1: Línea %2,module,Magento_Checkout,1
%1's Wish List (%2),%1's Lista de Deseos (%2),module,Magento_MultipleWishlist,1
%1%,%1%,module,Magento_NegotiableQuote,1
"%admin has invited you to join %company, click the link below to accept","%admin te ha invitado a unirte a %company, haga clic en el enlace para aceptar",module,Magento_Company,1
%company_name account reimbursed,%company_name cuenta reembolsada,module,Magento_CompanyCredit,1
%company_name credit limit updated,%company_name límite de crédito actualizado,module,Magento_CompanyCredit,1
%creator (for %customer),%creator (para %customer),module,Magento_NegotiableQuote,1
%customer_name wants to share this Wish List from %store_name with you:,%customer_name quiere compartir esta Lista de Compras de %store_name con usted:,module,Magento_Wishlist,1
%fileType is not an allowed file type. Please select a different file.,%fileType no es un tipo de archivo permitido. Por favor seleccione un archivo diferente.,module,Magento_NegotiableQuote,1
%inviter_name invites you to join Private Sales Site,%inviter_name te invita a unirte al sitio de Ventas Privadas,module,Magento_Invitation,1
"%merchant_name,","%merchant_name,",module,Magento_NegotiableQuote,1
%message,%message,module,Magento_InventoryCatalog,1
%operation_name - Scheduled Export Failed,%operation_name - Exportación programada fallida,module,Magento_ScheduledImportExport,1
%operation_name - Scheduled Import Failed,%operation_name - Importación programada fallida,module,Magento_ScheduledImportExport,1
%quote_id,%quote_id,module,Magento_NegotiableQuote,1
%s of %s selected,%s de %s seleccionado,module,Magento_B2b,1
%s SKU(s) processed successfully,%s SKU(s) procesado con éxito,module,Magento_VisualMerchandiser,1
"%sender has sent you a gift card for use at <a href=""%store_url"">%store_name</a> and it is now ready to be used for purchases.","%sender le ha enviado una tarjeta de regalo para usar en <a href=""%store_url"">%store_name</a> y ahora está listo para ser usado para compras.",module,Magento_GiftCard,1
%sender_name wants to share this product with you:,%sender_name quiere compartir este producto con usted:,module,Magento_SendFriend,1
%store_name - Scheduled Import Failed,%store_name - Importación programada fallida,module,Magento_ScheduledImportExport,1
%store_name - Scheduled Export Failed,%store_name - Exportación programada fallida,module,Magento_ScheduledImportExport,1
%store_name - Your pickup is ready to be collected,%store_name - Tu recolección está lista,module,Temando_Shipping,1
%store_name - Your pickup was canceled,%store_name - Tu recolección fue cancelada,module,Temando_Shipping,1
%store_name - Your pickup was collected,%store_name - Has hecho tu recolección,module,Temando_Shipping,1
%store_name : New Return #%increment_id,%store_name : Nueva Devolución #%increment_id,module,Magento_Rma,1
%store_name offers limited time sales of products only to members.,%store_name ofrece ventas de productos por tiempo limitado solo a miembros.,module,Magento_Invitation,1
%store_name: New customer comment,%store_name: Nuevo comentario del cliente,module,Magento_Rma,1
%store_name: New Return #%increment_id,%store_name: Nueva Devolución #%increment_id,module,Magento_Rma,1
%store_name: Return #%increment_id update,%store_name: Devolución #%increment_id actualizada,module,Magento_Rma,1
"<a href=""%1"" onclick=""this.target='blank'"">%2 %3</a> <a href=""mailto:%4"">(%4)</a>","<a href=""%1"" onclick=""this.target='blank'"">%2 %3</a> <a href=""mailto:%4"">(%4)</a>",module,Magento_Review,1
"<a href=""%1"">Learn more</a>.","<a href=""%1"">Entérese de más</a>.",module,Magento_Cookie,1
"<a href=""%unsubscription_url"">Unsubscribe</a> from these notifications.","<a href=""%unsubscription_url"">Unsubscribe</a> de estas notificaciones",module,Magento_Reward,1
"<a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>","<a href=""http://www.magentocommerce.com/paypal"">Comience a aceptar pagos con PayPal!</a>",module,Magento_Paypal,1
"<a href=""https://docs.fastly.com/guides/purging/soft-purges"" target=""_blank"">Soft Purge</a>��� needs to be turned on in order to serve stale content.","<a href=""https://docs.fastly.com/guides/purging/soft-purges"" target=""_blank"">Soft Purge</a> debe activarse para servir contenido obsoleto.",module,Fastly_Cdn,1
"<a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
 <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
 from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front ��� at no additional cost to you.
 Use PayPal���s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
 The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
 or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.","<a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">¿Por qué anunciar financiación?</a><br/>
 <strong>Impulse sus ventas cuando anuncie financiación.</strong><br/>PayPal ayuda a convertir a los navegadores en compradores con financiamiento
 de PayPal Credit&#174;. Sus clientes tienen más tiempo para pagar, mientras que a usted le pagan por adelantado sin costo adicional para ti.
 Utilice los anuncios de banner gratuitos de PayPal que le permiten anunciar PayPal Credit&#174; financiación como opción de pago cuando sus clientes finalizan la compra con PayPal.
 Se ha demostrado que el Programa de publicidad de PayPal genera compras adicionales y aumenta el tamaño promedio de compra del consumidor en 15%
 o más. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Ver más detalles</a>.",module,Magento_Paypal,1
"<a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
 <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
 from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front ��� at no additional cost to you.
 Use PayPal���s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
 The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
 or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.","<a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">¿Por qué anunciar financiación?</a><br/>
 <strong>Impulse sus ventas cuando anuncie financiación.</strong><br/>PayPal ayuda a convertir a los navegadores en compradores con financiamiento
 de PayPal Credit&#174;. Sus clientes tienen más tiempo para pagar, mientras que a usted le pagan por adelantado sin costo adicional para ti.
 Utilice los anuncios de banner gratuitos de PayPal que le permiten anunciar PayPal Credit&#174; financiación como opción de pago cuando sus clientes finalizan la compra con PayPal.
 Se ha demostrado que el Programa de publicidad de PayPal genera compras adicionales y aumenta el tamaño promedio de compra del consumidor en 15%
 o más. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Ver más detalles</a>.",module,Magento_Paypal,1
"<a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
 <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
 from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front ��� at no additional cost to you.
 Use PayPal���s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
 The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
 or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.","<a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">¿Por qué anunciar financiación?</a><br/>
 <strong>Impulse sus ventas cuando anuncie financiación.</strong><br/>PayPal ayuda a convertir a los navegadores en compradores con financiamiento
 de PayPal Credit&#174;. Sus clientes tienen más tiempo para pagar, mientras que a usted le pagan por adelantado sin costo adicional para ti.
 Utilice los anuncios de banner gratuitos de PayPal que le permiten anunciar PayPal Credit&#174; financiación como opción de pago cuando sus clientes finalizan la compra con PayPal.
 Se ha demostrado que el Programa de publicidad de PayPal genera compras adicionales y aumenta el tamaño promedio de compra del consumidor en 15%
 o más. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Ver más detalles</a>.",module,Magento_Paypal,1
"<a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
 <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
 from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front ��� at no additional cost to you.
 Use PayPal���s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
 The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
 or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.","<a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">¿Por qué anunciar financiación?</a><br/>
 <strong>Impulse sus ventas cuando anuncie financiación.</strong><br/>PayPal ayuda a convertir a los navegadores en compradores con financiamiento
 de PayPal Credit&#174;. Sus clientes tienen más tiempo para pagar, mientras que a usted le pagan por adelantado sin costo adicional para ti.
 Utilice los anuncios de banner gratuitos de PayPal que le permiten anunciar PayPal Credit&#174; financiación como opción de pago cuando sus clientes finalizan la compra con PayPal.
 Se ha demostrado que el Programa de publicidad de PayPal genera compras adicionales y aumenta el tamaño promedio de compra del consumidor en 15%
 o más. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Ver más detalles</a>.",module,Magento_Paypal,1
"<a href=""https://www.signifyd.com/resources/manual/magento-2/signifyd-on-magento-integration-guide/"" target=""_blank"">View our setup guide</a> for step-by-step instructions on how to integrate Signifyd with Magento.<br />For support contact <a href=""mailto:support@signifyd.com"">support@signifyd.com</a>.","<a href=""https://www.signifyd.com/resources/manual/magento-2/signifyd-on-magento-integration-guide/"" target=""_blank"">Ver nuestra guía de configuración</a> para obtener instrucciones paso a paso sobre cómo integrar Signifyd con Magento.<br />Para soporte contacte <a href=""mailto:support@signifyd.com"">support@signifyd.com</a>.",module,Magento_Signifyd,1
"<a href=""tel:%store_phone"">%store_phone</a>","<a href=""tel:%store_phone"">%store_phone</a>",theme,frontend/Magento/luma,1
<a href=%url_about_us>About Us</a>,<a href=%url_about_us>Acerca de nosotros</a>,theme,frontend/Magento/luma,1
<a href=url_customer_service>Customer Service</a>,<a href=url_customer_service>Servicio al Cliente</a>,theme,frontend/Magento/luma,1
"<b>Blocklist:</b> block ALL access for users from selected countries/ACLs <br />
 <b>Allowlist:</b> block ALL access EXCEPT for users from selected countries/ACLs","<b>Lista de bloqueos</b> bloquear TODOS los accesos para usuarios de países seleccionados/ACLs <br />
 <b>Permitir lista:</b> bloquear TODOS los accesos EXCEPTO para usuarios de países seleccionados/ACLs",module,Fastly_Cdn,1
"<b>Important</b>: If you select ""Use Auto Generation"", this rule will no longer be used in any automated email reminder rules for abandoned carts","<b>¡Importante!</b>: Si selecciona ""Usar generación automática"", esta regla ya no se utilizará en ninguna regla de recordatorio de correo electrónico automatizado para carritos abandonados",module,Magento_Reminder,1
"<div class=""amazon-payment-logo""></div><div class=""amazon-payment-byline"">The convenient, trusted way to pay.<br/>Let your customers check out in just a few clicks or taps using the shipping and payment info already stored in their Amazon account.</div>","<div class=""amazon-payment-logo""></div><div class=""amazon-payment-byline"">La forma conveniente y confiable de pagar.<br/>Permita que sus clientes revisen en unos pocos clics o taps utilizando la información de envío y pago ya almacenada en su cuenta de Amazon.</div>",module,Amazon_Core,1
<em>UTC</em>,<em>UTC</em>,module,Fastly_Cdn,1
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">Error 404 </h1><p>Página no encontrada.</p>",module,Magento_Backend,1
"<input type=""checkbox"" name=""amazon_test_creds"" id=""amazon_test_creds"" value=""1""><label for=""amazon_test_creds"">Test Credentials</label>","<input type=""checkbox"" name=""amazon_test_creds"" id=""amazon_test_creds"" value=""1""><label for=""amazon_test_creds"">Credenciales de prueba</label>",module,Amazon_Core,1
<pre> %1 </pre>,<pre> %1 </pre>,module,Magento_Email,1
"<span class=""label"">Order Date:</span> %1","<span class=""label"">Fecha de Orden:</span> %1",module,Magento_Sales,1
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> producto(s) requiere(n) tu atención.</span>",module,Magento_AdvancedCheckout,1
<span>Item %1</span> of %2,<span>Artículo %1</span> de %2,module,Magento_GiftMessage,1
"<strong style=""color:red"">Warning!</strong> Enabling MAP by default will hide all product prices on Storefront.","<strong style=""color:red"">¡Atención!</strong> Habilitar MAP por defecto ocultará todos los precios en el Storefront",module,Magento_Msrp,1
"<strong style=""color:red"">Warning</strong>: Do not set to ""No"". User security could be compromised.","<strong style=""color:red"">¡Atención!</strong>: Definir como ""No"" puede comprometar la seguridad de los usuarios.",module,Magento_Cookie,1
"<strong style=""color:red"">Warning!</strong> By default this feature restricts all categories.","<strong style=""color:red"">¡Atención!</strong> Por defecto, esta función restringe todas las categorías.",module,Magento_CatalogPermissions,1
"<strong style=""color:red"">Warning!</strong> When using Store Code in URLs, in some cases system may not work properly if URLs without Store Codes are specified in the third-party services (e.g. PayPal etc.).","<strong style=""color:red"">¡Atención!</strong> Cuando se usa el código de tienda en las URL, en algunos casos el sistema puede no funcionar correctamente si las URL sin códigos de tienda se especifican en los servicios de terceros (e.g. PayPal etc.).",module,Magento_Backend,1
<strong>%1 item</strong> were found using the following search criteria,<strong>%1 artículo</strong> encontrado usando los siguientes criterios de búsqueda,module,Magento_CatalogSearch,1
<strong>%1 items</strong> were found using the following search criteria,<strong>%1 artículo</strong> encontrados usando los siguientes criterios de búsqueda,module,Magento_CatalogSearch,1
<strong>Attention</strong>: Captcha is case sensitive.,<strong>¡Atención!</strong>: el CAPTCHA es sensible a mayúsculas y minúsculas.,module,Magento_Captcha,1
<strong>Get more insights from Magento Business Intelligence</strong>,<strong>Obtenga más información de Magento Business Intelligence</strong>,module,Magento_Analytics,1
<strong>NOTE</strong>: Assign sources is disabled for default stock,<strong>NOTA</strong>: Asignar orígenes está inhabilitado para stock predeterminado,module,Magento_InventoryCatalogAdminUi,1
${ $.visible } out of ${ $.total } visible,${ $.visible } de ${ $.total } visible,module,Magento_Ui,1
$scopeId is required,$scopeId es requerido,module,Magento_InventorySales,1
$websiteId parameter is required,Parametro $websiteId es requerido,module,Magento_InventorySales,1
1 column,1 columna,module,Magento_Theme,1
1 Day Freight,1 Día Carga,module,Magento_Fedex,1
1 Hour,1 Hora,module,Magento_AdminNotification,1
1 item in wish list,1 artículo en Lista de Deseos,module,Magento_MultipleWishlist,1
1.5x,1.5x,module,Fastly_Cdn,1
10 minutes,10 minutos,module,Magento_Reminder,1
12 Hours,12 Horas,module,Magento_AdminNotification,1
12h AM/PM,12h AM/PM,module,Magento_Catalog,1
1x,1x,module,Fastly_Cdn,1
2 columns with right bar,2 columnas con barra derecha,module,Magento_Theme,1
2 columns with left bar,2 columnas con barra izquierda,module,Magento_Theme,1
2 Day,2 Días,module,Magento_Fedex,1
2 Day AM,2 Días AM,module,Magento_Fedex,1
2 Day Freight,2 Días Carga,module,Magento_Fedex,1
2 Hours,2 Horas,module,Magento_AdminNotification,1
200 OK,200 OK,module,Magento_WebsiteRestriction,1
24 Hours,24 Horas,module,Magento_AdminNotification,1
24h,24 Horas,module,Magento_Catalog,1
